,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
38,"Wed, Nov 5, 2014",8:30p,Atlanta Hawks,92,San Antonio Spurs,94,Box Score,,18581,
39,"Wed, Nov 5, 2014",9:00p,Memphis Grizzlies,102,Phoenix Suns,91,Box Score,,15377,
40,"Wed, Nov 5, 2014",9:00p,Cleveland Cavaliers,100,Utah Jazz,102,Box Score,,19911,
41,"Wed, Nov 5, 2014",10:00p,Denver Nuggets,109,Sacramento Kings,131,Box Score,,14539,
42,"Wed, Nov 5, 2014",10:30p,Los Angeles Clippers,104,Golden State Warriors,121,Box Score,,19596,
43,"Thu, Nov 6, 2014",8:00p,San Antonio Spurs,81,Houston Rockets,98,Box Score,,18311,
44,"Thu, Nov 6, 2014",10:30p,Dallas Mavericks,87,Portland Trail Blazers,108,Box Score,,19441,
45,"Fri, Nov 7, 2014",7:00p,Atlanta Hawks,119,Charlotte Hornets,122,Box Score,2OT,15891,
46,"Fri, Nov 7, 2014",7:00p,Minnesota Timberwolves,103,Orlando Magic,112,Box Score,OT,16379,
47,"Fri, Nov 7, 2014",7:00p,Chicago Bulls,118,Philadelphia 76ers,115,Box Score,,16820,
48,"Fri, Nov 7, 2014",7:30p,Indiana Pacers,98,Boston Celtics,101,Box Score,,17122,
49,"Fri, Nov 7, 2014",7:30p,New York Knicks,99,Brooklyn Nets,110,Box Score,,17732,
50,"Fri, Nov 7, 2014",7:30p,Milwaukee Bucks,95,Detroit Pistons,98,Box Score,,16102,
51,"Fri, Nov 7, 2014",7:30p,Washington Wizards,84,Toronto Raptors,103,Box Score,,19800,
52,"Fri, Nov 7, 2014",8:00p,Memphis Grizzlies,91,Oklahoma City Thunder,89,Box Score,,18203,
53,"Fri, Nov 7, 2014",9:00p,Sacramento Kings,114,Phoenix Suns,112,Box Score,2OT,15476,
54,"Fri, Nov 7, 2014",9:00p,Dallas Mavericks,105,Utah Jazz,82,Box Score,,18419,
55,"Fri, Nov 7, 2014",10:30p,Cleveland Cavaliers,110,Denver Nuggets,101,Box Score,,19623,
56,"Sat, Nov 8, 2014",3:30p,Portland Trail Blazers,102,Los Angeles Clippers,106,Box Score,,19060,
57,"Sat, Nov 8, 2014",7:00p,Washington Wizards,97,Indiana Pacers,90,Box Score,,17302,
58,"Sat, Nov 8, 2014",7:30p,New York Knicks,96,Atlanta Hawks,103,Box Score,,17521,
59,"Sat, Nov 8, 2014",7:30p,Minnesota Timberwolves,92,Miami Heat,102,Box Score,,19735,
60,"Sat, Nov 8, 2014",8:00p,Boston Celtics,106,Chicago Bulls,101,Box Score,,22104,
61,"Sat, Nov 8, 2014",8:00p,Golden State Warriors,98,Houston Rockets,87,Box Score,,18312,
62,"Sat, Nov 8, 2014",8:30p,Memphis Grizzlies,92,Milwaukee Bucks,93,Box Score,,13841,
63,"Sat, Nov 8, 2014",8:30p,New Orleans Pelicans,100,San Antonio Spurs,99,Box Score,,18581,
64,"Sun, Nov 9, 2014",3:30p,Orlando Magic,96,Brooklyn Nets,104,Box Score,,16127,
65,"Sun, Nov 9, 2014",6:00p,Utah Jazz,97,Detroit Pistons,96,Box Score,,12888,
66,"Sun, Nov 9, 2014",7:00p,Sacramento Kings,93,Oklahoma City Thunder,101,Box Score,,18203,
67,"Sun, Nov 9, 2014",7:00p,Philadelphia 76ers,88,Toronto Raptors,120,Box Score,,18470,
68,"Sun, Nov 9, 2014",7:30p,Miami Heat,105,Dallas Mavericks,96,Box Score,,20195,
69,"Sun, Nov 9, 2014",8:00p,Golden State Warriors,95,Phoenix Suns,107,Box Score,,16046,
70,"Sun, Nov 9, 2014",9:00p,Denver Nuggets,100,Portland Trail Blazers,116,Box Score,,16046,
71,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
72,"Sun, Nov 9, 2014",9:30p,Charlotte Hornets,92,Los Angeles Lakers,107,Box Score,,18997,
73,"Mon, Nov 10, 2014",7:00p,New Orleans Pelicans,111,Cleveland Cavaliers,118,Box Score,,20562,
74,"Mon, Nov 10, 2014",7:00p,Utah Jazz,86,Indiana Pacers,97,Box Score,,12513,
75,"Mon, Nov 10, 2014",7:30p,Atlanta Hawks,91,New York Knicks,85,Box Score,,19812,
76,"Mon, Nov 10, 2014",8:00p,Detroit Pistons,91,Chicago Bulls,102,Box Score,,21431,
77,"Mon, Nov 10, 2014",10:30p,San Antonio Spurs,89,Los Angeles Clippers,85,Box Score,,19313,
78,"Tue, Nov 11, 2014",7:30p,Orlando Magic,100,Toronto Raptors,104,Box Score,,19800,
79,"Tue, Nov 11, 2014",8:00p,Los Angeles Lakers,102,Memphis Grizzlies,107,Box Score,,17618,
80,"Tue, Nov 11, 2014",8:00p,Oklahoma City Thunder,78,Milwaukee Bucks,85,Box Score,,12390,
81,"Tue, Nov 11, 2014",8:30p,Sacramento Kings,98,Dallas Mavericks,106,Box Score,,19663,
82,"Tue, Nov 11, 2014",10:00p,Charlotte Hornets,100,Portland Trail Blazers,102,Box Score,,18495,
83,"Tue, Nov 11, 2014",10:30p,San Antonio Spurs,113,Golden State Warriors,100,Box Score,,19596,
84,"Wed, Nov 12, 2014",7:00p,Detroit Pistons,103,Washington Wizards,107,Box Score,,14708,
85,"Wed, Nov 12, 2014",7:30p,Utah Jazz,97,Atlanta Hawks,100,Box Score,,12595,
86,"Wed, Nov 12, 2014",7:30p,Oklahoma City Thunder,109,Boston Celtics,94,Box Score,,17043,
87,"Wed, Nov 12, 2014",7:30p,Indiana Pacers,81,Miami Heat,75,Box Score,,19658,
88,"Wed, Nov 12, 2014",7:30p,Orlando Magic,97,New York Knicks,95,Box Score,,19812,
89,"Wed, Nov 12, 2014",8:00p,Los Angeles Lakers,102,New Orleans Pelicans,109,Box Score,,17359,
90,"Wed, Nov 12, 2014",9:00p,Portland Trail Blazers,130,Denver Nuggets,113,Box Score,,12611,
91,"Wed, Nov 12, 2014",9:00p,Brooklyn Nets,104,Phoenix Suns,112,Box Score,,15184,
92,"Wed, Nov 12, 2014",10:00p,Houston Rockets,113,Minnesota Timberwolves,101,Box Score,,18996,"at Mexico City, Mexico"
93,"Thu, Nov 13, 2014",8:00p,Sacramento Kings,110,Memphis Grizzlies,111,Box Score,,15666,
94,"Thu, Nov 13, 2014",8:00p,Chicago Bulls,100,Toronto Raptors,93,Box Score,,19800,
95,"Thu, Nov 13, 2014",8:30p,Philadelphia 76ers,70,Dallas Mavericks,123,Box Score,,19604,
96,"Thu, Nov 13, 2014",10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,,19596,
97,"Fri, Nov 14, 2014",7:00p,Denver Nuggets,108,Indiana Pacers,87,Box Score,,16286,
98,"Fri, Nov 14, 2014",7:00p,Milwaukee Bucks,85,Orlando Magic,101,Box Score,,15947,
99,"Fri, Nov 14, 2014",7:30p,Miami Heat,103,Atlanta Hawks,114,Box Score,,17090,
100,"Fri, Nov 14, 2014",7:30p,Cleveland Cavaliers,122,Boston Celtics,121,Box Score,,18624,
101,"Fri, Nov 14, 2014",7:30p,Utah Jazz,102,New York Knicks,100,Box Score,,19812,
102,"Fri, Nov 14, 2014",8:00p,Philadelphia 76ers,87,Houston Rockets,88,Box Score,,18138,
103,"Fri, Nov 14, 2014",8:00p,Minnesota Timberwolves,91,New Orleans Pelicans,139,Box Score,,14775,
104,"Fri, Nov 14, 2014",8:00p,Detroit Pistons,96,Oklahoma City Thunder,89,Box Score,OT,18203,
105,"Fri, Nov 14, 2014",9:00p,Charlotte Hornets,103,Phoenix Suns,95,Box Score,,16291,
106,"Fri, Nov 14, 2014",10:00p,San Antonio Spurs,93,Los Angeles Lakers,80,Box Score,,18997,
107,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
108,"Sat, Nov 15, 2014",7:00p,Orlando Magic,93,Washington Wizards,98,Box Score,,19110,
109,"Sat, Nov 15, 2014",7:30p,Atlanta Hawks,94,Cleveland Cavaliers,127,Box Score,,20562,
110,"Sat, Nov 15, 2014",7:30p,Utah Jazz,93,Toronto Raptors,111,Box Score,,19800,
111,"Sat, Nov 15, 2014",8:00p,Indiana Pacers,99,Chicago Bulls,90,Box Score,,22248,
112,"Sat, Nov 15, 2014",8:00p,Detroit Pistons,88,Memphis Grizzlies,95,Box Score,,17215,
113,"Sat, Nov 15, 2014",8:30p,Minnesota Timberwolves,117,Dallas Mavericks,131,Box Score,,19730,
114,"Sat, Nov 15, 2014",10:00p,Brooklyn Nets,87,Portland Trail Blazers,97,Box Score,,19441,
115,"Sat, Nov 15, 2014",10:00p,San Antonio Spurs,91,Sacramento Kings,94,Box Score,,17317,
116,"Sat, Nov 15, 2014",10:30p,Charlotte Hornets,87,Golden State Warriors,112,Box Score,,19596,
117,"Sat, Nov 15, 2014",10:30p,Phoenix Suns,107,Los Angeles Clippers,120,Box Score,,19060,
118,"Sun, Nov 16, 2014",1:00p,Denver Nuggets,93,New York Knicks,109,Box Score,,19812,
119,"Sun, Nov 16, 2014",6:00p,Milwaukee Bucks,91,Miami Heat,84,Box Score,,19680,
120,"Sun, Nov 16, 2014",7:00p,Houston Rockets,69,Oklahoma City Thunder,65,Box Score,,18203,
121,"Sun, Nov 16, 2014",9:30p,Golden State Warriors,136,Los Angeles Lakers,115,Box Score,,18997,
122,"Mon, Nov 17, 2014",7:00p,Dallas Mavericks,107,Charlotte Hornets,80,Box Score,,15345,
123,"Mon, Nov 17, 2014",7:00p,Denver Nuggets,106,Cleveland Cavaliers,97,Box Score,,20562,
124,"Mon, Nov 17, 2014",7:30p,Phoenix Suns,118,Boston Celtics,114,Box Score,,16726,
125,"Mon, Nov 17, 2014",7:30p,Miami Heat,95,Brooklyn Nets,83,Box Score,,17732,
126,"Mon, Nov 17, 2014",7:30p,Orlando Magic,107,Detroit Pistons,93,Box Score,,11619,
127,"Mon, Nov 17, 2014",8:00p,Houston Rockets,93,Memphis Grizzlies,119,Box Score,,17012,
128,"Mon, Nov 17, 2014",8:30p,Philadelphia 76ers,75,San Antonio Spurs,100,Box Score,,18581,
129,"Mon, Nov 17, 2014",10:00p,New Orleans Pelicans,93,Portland Trail Blazers,102,Box Score,,19441,
130,"Mon, Nov 17, 2014",10:30p,Chicago Bulls,105,Los Angeles Clippers,89,Box Score,,19319,
131,"Tue, Nov 18, 2014",7:30p,Los Angeles Lakers,114,Atlanta Hawks,109,Box Score,,17848,
132,"Tue, Nov 18, 2014",8:00p,New York Knicks,113,Milwaukee Bucks,117,Box Score,,12190,
133,"Tue, Nov 18, 2014",9:00p,Oklahoma City Thunder,81,Utah Jazz,98,Box Score,,17190,
134,"Tue, Nov 18, 2014",10:00p,New Orleans Pelicans,106,Sacramento Kings,100,Box Score,,16526,
135,"Wed, Nov 19, 2014",7:00p,San Antonio Spurs,92,Cleveland Cavaliers,90,Box Score,,20562,
136,"Wed, Nov 19, 2014",7:00p,Charlotte Hornets,86,Indiana Pacers,88,Box Score,,14748,
137,"Wed, Nov 19, 2014",7:00p,Los Angeles Clippers,114,Orlando Magic,90,Box Score,,16034,
138,"Wed, Nov 19, 2014",7:00p,Boston Celtics,101,Philadelphia 76ers,90,Box Score,,12701,
139,"Wed, Nov 19, 2014",7:00p,Dallas Mavericks,105,Washington Wizards,102,Box Score,,16374,
140,"Wed, Nov 19, 2014",7:30p,Milwaukee Bucks,122,Brooklyn Nets,118,Box Score,3OT,15694,
141,"Wed, Nov 19, 2014",7:30p,Phoenix Suns,88,Detroit Pistons,86,Box Score,,10686,
142,"Wed, Nov 19, 2014",7:30p,Memphis Grizzlies,92,Toronto Raptors,96,Box Score,,19800,
143,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
144,"Wed, Nov 19, 2014",8:00p,New York Knicks,99,Minnesota Timberwolves,115,Box Score,,15304,
145,"Wed, Nov 19, 2014",9:00p,Oklahoma City Thunder,100,Denver Nuggets,107,Box Score,,14140,
146,"Wed, Nov 19, 2014",9:30p,Los Angeles Lakers,98,Houston Rockets,92,Box Score,,18245,
147,"Thu, Nov 20, 2014",8:00p,Los Angeles Clippers,110,Miami Heat,93,Box Score,,19685,
148,"Thu, Nov 20, 2014",10:30p,Chicago Bulls,88,Sacramento Kings,103,Box Score,,17317,
149,"Fri, Nov 21, 2014",7:00p,Orlando Magic,105,Charlotte Hornets,100,Box Score,,18126,
150,"Fri, Nov 21, 2014",7:00p,Phoenix Suns,122,Philadelphia 76ers,96,Box Score,,16789,
151,"Fri, Nov 21, 2014",7:30p,Detroit Pistons,89,Atlanta Hawks,99,Box Score,,16517,
152,"Fri, Nov 21, 2014",7:30p,Milwaukee Bucks,82,Toronto Raptors,124,Box Score,,19800,
153,"Fri, Nov 21, 2014",8:00p,Boston Celtics,100,Memphis Grizzlies,117,Box Score,,17712,
154,"Fri, Nov 21, 2014",8:00p,San Antonio Spurs,121,Minnesota Timberwolves,92,Box Score,,12414,
155,"Fri, Nov 21, 2014",8:00p,Brooklyn Nets,94,Oklahoma City Thunder,92,Box Score,,18203,
156,"Fri, Nov 21, 2014",8:00p,Cleveland Cavaliers,78,Washington Wizards,91,Box Score,,20356,
157,"Fri, Nov 21, 2014",8:30p,Los Angeles Lakers,106,Dallas Mavericks,140,Box Score,,20353,
158,"Fri, Nov 21, 2014",9:00p,New Orleans Pelicans,97,Denver Nuggets,117,Box Score,,15232,
159,"Fri, Nov 21, 2014",10:30p,Utah Jazz,88,Golden State Warriors,101,Box Score,,19596,
160,"Fri, Nov 21, 2014",10:30p,Chicago Bulls,87,Portland Trail Blazers,105,Box Score,,19866,
161,"Sat, Nov 22, 2014",7:00p,Phoenix Suns,106,Indiana Pacers,83,Box Score,,16870,
162,"Sat, Nov 22, 2014",7:00p,Miami Heat,99,Orlando Magic,92,Box Score,,18846,
163,"Sat, Nov 22, 2014",7:30p,Toronto Raptors,110,Cleveland Cavaliers,93,Box Score,,20562,
164,"Sat, Nov 22, 2014",7:30p,Philadelphia 76ers,83,New York Knicks,91,Box Score,,19812,
165,"Sat, Nov 22, 2014",8:00p,Dallas Mavericks,92,Houston Rockets,95,Box Score,,18244,
166,"Sat, Nov 22, 2014",8:00p,Sacramento Kings,113,Minnesota Timberwolves,101,Box Score,,13191,
167,"Sat, Nov 22, 2014",8:30p,Washington Wizards,111,Milwaukee Bucks,100,Box Score,,14254,
168,"Sat, Nov 22, 2014",8:30p,Brooklyn Nets,87,San Antonio Spurs,99,Box Score,,18581,
169,"Sat, Nov 22, 2014",9:00p,New Orleans Pelicans,106,Utah Jazz,94,Box Score,,18452,
170,"Sun, Nov 23, 2014",6:00p,Portland Trail Blazers,94,Boston Celtics,88,Box Score,,16692,
171,"Sun, Nov 23, 2014",6:00p,Los Angeles Clippers,91,Memphis Grizzlies,107,Box Score,,18119,
172,"Sun, Nov 23, 2014",6:00p,Charlotte Hornets,93,Miami Heat,94,Box Score,,19639,
173,"Sun, Nov 23, 2014",7:00p,Golden State Warriors,91,Oklahoma City Thunder,86,Box Score,,18203,
174,"Sun, Nov 23, 2014",9:30p,Denver Nuggets,101,Los Angeles Lakers,94,Box Score,OT,18997,
175,"Mon, Nov 24, 2014",7:00p,Los Angeles Clippers,113,Charlotte Hornets,92,Box Score,,17180,
176,"Mon, Nov 24, 2014",7:00p,Orlando Magic,74,Cleveland Cavaliers,106,Box Score,,20562,
177,"Mon, Nov 24, 2014",7:00p,Portland Trail Blazers,114,Philadelphia 76ers,104,Box Score,,11094,
178,"Mon, Nov 24, 2014",7:30p,Phoenix Suns,100,Toronto Raptors,104,Box Score,,19800,
179,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
180,"Mon, Nov 24, 2014",8:00p,New York Knicks,86,Houston Rockets,91,Box Score,,18133,
181,"Mon, Nov 24, 2014",8:30p,Indiana Pacers,111,Dallas Mavericks,100,Box Score,,19850,
182,"Mon, Nov 24, 2014",9:00p,Chicago Bulls,97,Utah Jazz,95,Box Score,,18904,
183,"Tue, Nov 25, 2014",7:00p,Atlanta Hawks,106,Washington Wizards,102,Box Score,,15440,
184,"Tue, Nov 25, 2014",7:30p,Golden State Warriors,114,Miami Heat,97,Box Score,,19647,
185,"Tue, Nov 25, 2014",8:00p,Detroit Pistons,86,Milwaukee Bucks,98,Box Score,,15265,
186,"Tue, Nov 25, 2014",8:00p,Sacramento Kings,99,New Orleans Pelicans,89,Box Score,,17037,
187,"Tue, Nov 25, 2014",9:00p,Chicago Bulls,109,Denver Nuggets,114,Box Score,,17033,
188,"Wed, Nov 26, 2014",7:00p,Portland Trail Blazers,105,Charlotte Hornets,97,Box Score,,16972,
189,"Wed, Nov 26, 2014",7:00p,Washington Wizards,87,Cleveland Cavaliers,113,Box Score,,20562,
190,"Wed, Nov 26, 2014",7:00p,Golden State Warriors,111,Orlando Magic,96,Box Score,,17702,
191,"Wed, Nov 26, 2014",7:00p,Brooklyn Nets,99,Philadelphia 76ers,91,Box Score,,11223,
192,"Wed, Nov 26, 2014",7:30p,Toronto Raptors,126,Atlanta Hawks,115,Box Score,,16253,
193,"Wed, Nov 26, 2014",7:30p,New York Knicks,102,Dallas Mavericks,109,Box Score,OT,20352,
194,"Wed, Nov 26, 2014",7:30p,Los Angeles Clippers,104,Detroit Pistons,98,Box Score,,13461,
195,"Wed, Nov 26, 2014",8:00p,Sacramento Kings,89,Houston Rockets,102,Box Score,,18058,
196,"Wed, Nov 26, 2014",8:00p,Milwaukee Bucks,103,Minnesota Timberwolves,86,Box Score,,14710,
197,"Wed, Nov 26, 2014",8:00p,Utah Jazz,82,Oklahoma City Thunder,97,Box Score,,18203,
198,"Wed, Nov 26, 2014",8:30p,Indiana Pacers,100,San Antonio Spurs,106,Box Score,,18581,
199,"Wed, Nov 26, 2014",9:00p,Denver Nuggets,112,Phoenix Suns,120,Box Score,,16099,
200,"Wed, Nov 26, 2014",10:30p,Memphis Grizzlies,99,Los Angeles Lakers,93,Box Score,,18997,
201,"Fri, Nov 28, 2014",1:00p,Chicago Bulls,109,Boston Celtics,102,Box Score,,18203,
202,"Fri, Nov 28, 2014",7:00p,Golden State Warriors,106,Charlotte Hornets,101,Box Score,,19381,
203,"Fri, Nov 28, 2014",7:30p,New Orleans Pelicans,91,Atlanta Hawks,100,Box Score,,17079,
204,"Fri, Nov 28, 2014",7:30p,Milwaukee Bucks,104,Detroit Pistons,88,Box Score,,13127,
205,"Fri, Nov 28, 2014",7:30p,Dallas Mavericks,106,Toronto Raptors,102,Box Score,,19800,
206,"Fri, Nov 28, 2014",8:00p,Los Angeles Clippers,102,Houston Rockets,85,Box Score,,18226,
207,"Fri, Nov 28, 2014",8:00p,Orlando Magic,83,Indiana Pacers,98,Box Score,,18165,
208,"Fri, Nov 28, 2014",8:00p,New York Knicks,78,Oklahoma City Thunder,105,Box Score,,18203,
209,"Fri, Nov 28, 2014",8:30p,Sacramento Kings,104,San Antonio Spurs,112,Box Score,,18581,
210,"Fri, Nov 28, 2014",9:00p,Phoenix Suns,97,Denver Nuggets,122,Box Score,,15509,
211,"Fri, Nov 28, 2014",10:00p,Memphis Grizzlies,112,Portland Trail Blazers,99,Box Score,,19459,
212,"Fri, Nov 28, 2014",10:30p,Minnesota Timberwolves,120,Los Angeles Lakers,119,Box Score,,18997,
213,"Sat, Nov 29, 2014",7:00p,Dallas Mavericks,110,Philadelphia 76ers,103,Box Score,,16145,
214,"Sat, Nov 29, 2014",7:00p,New Orleans Pelicans,80,Washington Wizards,83,Box Score,,17581,
215,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
216,"Sat, Nov 29, 2014",7:30p,Charlotte Hornets,75,Atlanta Hawks,105,Box Score,,14185,
217,"Sat, Nov 29, 2014",7:30p,Indiana Pacers,97,Cleveland Cavaliers,109,Box Score,,20562,
218,"Sat, Nov 29, 2014",9:00p,Houston Rockets,117,Milwaukee Bucks,103,Box Score,,16119,
219,"Sat, Nov 29, 2014",9:00p,Los Angeles Clippers,112,Utah Jazz,96,Box Score,,18479,
220,"Sun, Nov 30, 2014",1:00p,San Antonio Spurs,111,Boston Celtics,89,Box Score,,17121,
221,"Sun, Nov 30, 2014",3:00p,Chicago Bulls,102,Brooklyn Nets,84,Box Score,,17732,
222,"Sun, Nov 30, 2014",3:30p,Golden State Warriors,104,Detroit Pistons,93,Box Score,,12737,
223,"Sun, Nov 30, 2014",6:00p,Memphis Grizzlies,97,Sacramento Kings,85,Box Score,,16240,
224,"Sun, Nov 30, 2014",7:30p,Miami Heat,86,New York Knicks,79,Box Score,,19812,
225,"Sun, Nov 30, 2014",8:00p,Orlando Magic,93,Phoenix Suns,90,Box Score,,15558,
226,"Sun, Nov 30, 2014",9:00p,Minnesota Timberwolves,93,Portland Trail Blazers,107,Box Score,,18843,
227,"Sun, Nov 30, 2014",9:30p,Toronto Raptors,122,Los Angeles Lakers,129,Box Score,OT,18997,
0,"Mon, Dec 1, 2014",7:00p,San Antonio Spurs,109,Philadelphia 76ers,103,Box Score,,12843,
1,"Mon, Dec 1, 2014",7:00p,Miami Heat,86,Washington Wizards,107,Box Score,,15150,
2,"Mon, Dec 1, 2014",9:00p,Denver Nuggets,103,Utah Jazz,101,Box Score,,16768,
3,"Mon, Dec 1, 2014",10:30p,Minnesota Timberwolves,101,Los Angeles Clippers,127,Box Score,,19060,
4,"Tue, Dec 2, 2014",7:00p,Milwaukee Bucks,108,Cleveland Cavaliers,111,Box Score,,20562,
5,"Tue, Dec 2, 2014",7:30p,Boston Celtics,105,Atlanta Hawks,109,Box Score,,12705,
6,"Tue, Dec 2, 2014",7:30p,Los Angeles Lakers,106,Detroit Pistons,96,Box Score,,14083,
7,"Tue, Dec 2, 2014",7:30p,Brooklyn Nets,98,New York Knicks,93,Box Score,,19812,
8,"Tue, Dec 2, 2014",8:00p,Dallas Mavericks,132,Chicago Bulls,129,Box Score,2OT,22042,
9,"Tue, Dec 2, 2014",8:00p,Oklahoma City Thunder,104,New Orleans Pelicans,112,Box Score,,13903,
10,"Tue, Dec 2, 2014",9:00p,Portland Trail Blazers,105,Denver Nuggets,103,Box Score,,12822,
11,"Tue, Dec 2, 2014",9:00p,Indiana Pacers,99,Phoenix Suns,116,Box Score,,15059,
12,"Tue, Dec 2, 2014",10:00p,Toronto Raptors,117,Sacramento Kings,109,Box Score,,15522,
13,"Tue, Dec 2, 2014",10:30p,Orlando Magic,97,Golden State Warriors,98,Box Score,,19596,
14,"Wed, Dec 3, 2014",7:00p,Chicago Bulls,102,Charlotte Hornets,95,Box Score,,16887,
15,"Wed, Dec 3, 2014",7:00p,Los Angeles Lakers,95,Washington Wizards,111,Box Score,,18490,
16,"Wed, Dec 3, 2014",7:30p,Detroit Pistons,102,Boston Celtics,109,Box Score,OT,15870,
17,"Wed, Dec 3, 2014",7:30p,San Antonio Spurs,93,Brooklyn Nets,95,Box Score,OT,15989,
18,"Wed, Dec 3, 2014",7:30p,Atlanta Hawks,112,Miami Heat,102,Box Score,,19600,
19,"Wed, Dec 3, 2014",8:00p,Memphis Grizzlies,96,Houston Rockets,105,Box Score,,18151,
20,"Wed, Dec 3, 2014",8:00p,Dallas Mavericks,107,Milwaukee Bucks,105,Box Score,,13568,
21,"Wed, Dec 3, 2014",8:00p,Philadelphia 76ers,85,Minnesota Timberwolves,77,Box Score,,10463,
22,"Wed, Dec 3, 2014",9:00p,Toronto Raptors,123,Utah Jazz,104,Box Score,,16677,
23,"Wed, Dec 3, 2014",10:30p,Orlando Magic,86,Los Angeles Clippers,114,Box Score,,19060,
24,"Thu, Dec 4, 2014",8:00p,Cleveland Cavaliers,90,New York Knicks,87,Box Score,,19812,
25,"Thu, Dec 4, 2014",10:00p,Indiana Pacers,82,Portland Trail Blazers,88,Box Score,,19191,
26,"Thu, Dec 4, 2014",10:30p,New Orleans Pelicans,85,Golden State Warriors,112,Box Score,,19596,
27,"Fri, Dec 5, 2014",7:00p,New York Knicks,102,Charlotte Hornets,103,Box Score,,19102,
28,"Fri, Dec 5, 2014",7:00p,Oklahoma City Thunder,103,Philadelphia 76ers,91,Box Score,,15092,
29,"Fri, Dec 5, 2014",7:00p,Denver Nuggets,89,Washington Wizards,119,Box Score,,19451,
30,"Fri, Dec 5, 2014",7:30p,Los Angeles Lakers,96,Boston Celtics,113,Box Score,,18624,
31,"Fri, Dec 5, 2014",7:30p,Atlanta Hawks,98,Brooklyn Nets,75,Box Score,,16146,
32,"Fri, Dec 5, 2014",7:30p,Cleveland Cavaliers,105,Toronto Raptors,91,Box Score,,20077,
33,"Fri, Dec 5, 2014",8:00p,San Antonio Spurs,107,Memphis Grizzlies,101,Box Score,,18119,
34,"Fri, Dec 5, 2014",8:00p,Houston Rockets,114,Minnesota Timberwolves,112,Box Score,OT,12101,
35,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
36,"Fri, Dec 5, 2014",8:30p,Phoenix Suns,118,Dallas Mavericks,106,Box Score,,20010,
37,"Fri, Dec 5, 2014",8:30p,Miami Heat,85,Milwaukee Bucks,109,Box Score,,16325,
38,"Fri, Dec 5, 2014",9:00p,Orlando Magic,98,Utah Jazz,93,Box Score,,18997,
39,"Fri, Dec 5, 2014",10:00p,Indiana Pacers,101,Sacramento Kings,102,Box Score,OT,15512,
40,"Sat, Dec 6, 2014",7:30p,Philadelphia 76ers,108,Detroit Pistons,101,Box Score,OT,16514,
41,"Sat, Dec 6, 2014",8:00p,Golden State Warriors,112,Chicago Bulls,102,Box Score,,22353,
42,"Sat, Dec 6, 2014",8:00p,Phoenix Suns,95,Houston Rockets,100,Box Score,,18060,
43,"Sat, Dec 6, 2014",8:30p,Minnesota Timberwolves,101,San Antonio Spurs,123,Box Score,,18581,
44,"Sat, Dec 6, 2014",10:00p,Orlando Magic,105,Sacramento Kings,96,Box Score,,16021,
45,"Sat, Dec 6, 2014",10:30p,New Orleans Pelicans,100,Los Angeles Clippers,120,Box Score,,19060,
46,"Sun, Dec 7, 2014",1:00p,Washington Wizards,93,Boston Celtics,101,Box Score,,16716,
47,"Sun, Dec 7, 2014",3:30p,Denver Nuggets,84,Atlanta Hawks,96,Box Score,,12143,
48,"Sun, Dec 7, 2014",6:00p,Oklahoma City Thunder,96,Detroit Pistons,94,Box Score,,13090,
49,"Sun, Dec 7, 2014",6:00p,Miami Heat,87,Memphis Grizzlies,103,Box Score,,16572,
50,"Sun, Dec 7, 2014",7:30p,Milwaukee Bucks,102,Dallas Mavericks,125,Box Score,,19413,
51,"Sun, Dec 7, 2014",7:30p,Portland Trail Blazers,103,New York Knicks,99,Box Score,,19812,
52,"Sun, Dec 7, 2014",9:30p,New Orleans Pelicans,104,Los Angeles Lakers,87,Box Score,,18997,
53,"Mon, Dec 8, 2014",7:00p,Atlanta Hawks,108,Indiana Pacers,92,Box Score,,14519,
54,"Mon, Dec 8, 2014",7:00p,Boston Celtics,132,Washington Wizards,133,Box Score,2OT,14828,
55,"Mon, Dec 8, 2014",7:30p,Cleveland Cavaliers,110,Brooklyn Nets,88,Box Score,,17732,
56,"Mon, Dec 8, 2014",7:30p,Denver Nuggets,107,Toronto Raptors,112,Box Score,OT,19800,
57,"Mon, Dec 8, 2014",8:00p,Golden State Warriors,102,Minnesota Timberwolves,86,Box Score,,10296,
58,"Mon, Dec 8, 2014",10:00p,Utah Jazz,92,Sacramento Kings,101,Box Score,,16511,
59,"Mon, Dec 8, 2014",10:30p,Phoenix Suns,120,Los Angeles Clippers,121,Box Score,OT,19060,
60,"Tue, Dec 9, 2014",7:00p,Toronto Raptors,101,Cleveland Cavaliers,105,Box Score,,20562,
61,"Tue, Dec 9, 2014",7:30p,Portland Trail Blazers,98,Detroit Pistons,86,Box Score,,12813,
