,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
59,"Sun, Nov 8, 2015",7:00p,Phoenix Suns,103,Oklahoma City Thunder,124,Box Score,,18203,
60,"Sun, Nov 8, 2015",9:00p,Detroit Pistons,120,Portland Trail Blazers,103,Box Score,,19393,
61,"Mon, Nov 9, 2015",7:00p,Orlando Magic,84,Indiana Pacers,97,Box Score,,13104,
62,"Mon, Nov 9, 2015",7:00p,Chicago Bulls,111,Philadelphia 76ers,88,Box Score,,13879,
63,"Mon, Nov 9, 2015",8:00p,Minnesota Timberwolves,117,Atlanta Hawks,107,Box Score,,12016,
64,"Mon, Nov 9, 2015",9:00p,Portland Trail Blazers,104,Denver Nuggets,108,Box Score,,9153,
65,"Mon, Nov 9, 2015",10:00p,San Antonio Spurs,106,Sacramento Kings,88,Box Score,,17317,
66,"Mon, Nov 9, 2015",10:30p,Detroit Pistons,95,Golden State Warriors,109,Box Score,,19596,
67,"Mon, Nov 9, 2015",10:30p,Memphis Grizzlies,92,Los Angeles Clippers,94,Box Score,,19060,
68,"Tue, Nov 10, 2015",7:00p,Utah Jazz,114,Cleveland Cavaliers,118,Box Score,,20562,
69,"Tue, Nov 10, 2015",7:00p,Oklahoma City Thunder,125,Washington Wizards,101,Box Score,,20356,
70,"Tue, Nov 10, 2015",7:30p,Los Angeles Lakers,88,Miami Heat,101,Box Score,,19825,
71,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
72,"Tue, Nov 10, 2015",7:30p,New York Knicks,111,Toronto Raptors,109,Box Score,,19800,
73,"Tue, Nov 10, 2015",8:00p,Boston Celtics,99,Milwaukee Bucks,83,Box Score,,11822,
74,"Tue, Nov 10, 2015",8:00p,Charlotte Hornets,104,Minnesota Timberwolves,95,Box Score,,14722,
75,"Tue, Nov 10, 2015",8:00p,Dallas Mavericks,105,New Orleans Pelicans,120,Box Score,,17128,
76,"Wed, Nov 11, 2015",7:00p,New York Knicks,93,Charlotte Hornets,95,Box Score,,16643,
77,"Wed, Nov 11, 2015",7:00p,Los Angeles Lakers,99,Orlando Magic,101,Box Score,,18846,
78,"Wed, Nov 11, 2015",7:00p,Toronto Raptors,119,Philadelphia 76ers,103,Box Score,,12744,
79,"Wed, Nov 11, 2015",7:30p,Indiana Pacers,102,Boston Celtics,91,Box Score,,17879,
80,"Wed, Nov 11, 2015",8:00p,New Orleans Pelicans,98,Atlanta Hawks,106,Box Score,,15597,
81,"Wed, Nov 11, 2015",8:00p,Los Angeles Clippers,108,Dallas Mavericks,118,Box Score,,19805,
82,"Wed, Nov 11, 2015",8:00p,Brooklyn Nets,106,Houston Rockets,98,Box Score,,18155,
83,"Wed, Nov 11, 2015",8:00p,Golden State Warriors,100,Memphis Grizzlies,84,Box Score,,18119,
84,"Wed, Nov 11, 2015",9:00p,Milwaukee Bucks,102,Denver Nuggets,103,Box Score,,9403,
85,"Wed, Nov 11, 2015",10:00p,Detroit Pistons,92,Sacramento Kings,101,Box Score,,17317,
86,"Wed, Nov 11, 2015",10:30p,San Antonio Spurs,113,Portland Trail Blazers,101,Box Score,,19393,
87,"Thu, Nov 12, 2015",7:30p,Utah Jazz,91,Miami Heat,92,Box Score,,19600,
88,"Thu, Nov 12, 2015",8:00p,Golden State Warriors,129,Minnesota Timberwolves,116,Box Score,,16130,
89,"Thu, Nov 12, 2015",10:30p,Los Angeles Clippers,104,Phoenix Suns,118,Box Score,,17204,
90,"Fri, Nov 13, 2015",7:00p,Minnesota Timberwolves,103,Indiana Pacers,107,Box Score,,16797,
91,"Fri, Nov 13, 2015",7:00p,Utah Jazz,93,Orlando Magic,102,Box Score,,16709,
92,"Fri, Nov 13, 2015",7:30p,Atlanta Hawks,93,Boston Celtics,106,Box Score,,17138,
93,"Fri, Nov 13, 2015",7:30p,Cleveland Cavaliers,90,New York Knicks,84,Box Score,,19812,
94,"Fri, Nov 13, 2015",7:30p,New Orleans Pelicans,81,Toronto Raptors,100,Box Score,,19800,
95,"Fri, Nov 13, 2015",8:00p,Charlotte Hornets,97,Chicago Bulls,102,Box Score,,21749,
96,"Fri, Nov 13, 2015",8:00p,Portland Trail Blazers,100,Memphis Grizzlies,101,Box Score,,16919,
97,"Fri, Nov 13, 2015",8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,102,Box Score,,18203,
98,"Fri, Nov 13, 2015",8:30p,Los Angeles Lakers,82,Dallas Mavericks,90,Box Score,,20260,
99,"Fri, Nov 13, 2015",9:00p,Houston Rockets,98,Denver Nuggets,107,Box Score,,16113,
100,"Fri, Nov 13, 2015",10:00p,Brooklyn Nets,109,Sacramento Kings,111,Box Score,,17131,
101,"Sat, Nov 14, 2015",3:30p,Detroit Pistons,96,Los Angeles Clippers,101,Box Score,,19060,
102,"Sat, Nov 14, 2015",7:00p,Orlando Magic,99,Washington Wizards,108,Box Score,,18311,
103,"Sat, Nov 14, 2015",8:00p,Dallas Mavericks,110,Houston Rockets,98,Box Score,,18231,
104,"Sat, Nov 14, 2015",8:30p,Cleveland Cavaliers,105,Milwaukee Bucks,108,Box Score,2OT,18717,
105,"Sat, Nov 14, 2015",8:30p,Philadelphia 76ers,83,San Antonio Spurs,92,Box Score,,18418,
106,"Sat, Nov 14, 2015",9:00p,Denver Nuggets,81,Phoenix Suns,105,Box Score,,16722,
107,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
108,"Sat, Nov 14, 2015",10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,OT,19596,
109,"Sun, Nov 15, 2015",12:00p,New Orleans Pelicans,87,New York Knicks,95,Box Score,,19812,
110,"Sun, Nov 15, 2015",3:30p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,12086,
111,"Sun, Nov 15, 2015",5:00p,Portland Trail Blazers,94,Charlotte Hornets,106,Box Score,,15317,
112,"Sun, Nov 15, 2015",6:00p,Utah Jazz,97,Atlanta Hawks,96,Box Score,,14436,
113,"Sun, Nov 15, 2015",7:00p,Boston Celtics,100,Oklahoma City Thunder,85,Box Score,,18203,
114,"Sun, Nov 15, 2015",9:00p,Toronto Raptors,101,Sacramento Kings,107,Box Score,,17006,
115,"Sun, Nov 15, 2015",9:30p,Detroit Pistons,85,Los Angeles Lakers,97,Box Score,,18997,
116,"Mon, Nov 16, 2015",7:00p,Dallas Mavericks,92,Philadelphia 76ers,86,Box Score,,11555,
117,"Mon, Nov 16, 2015",8:00p,Indiana Pacers,95,Chicago Bulls,96,Box Score,,21660,
118,"Mon, Nov 16, 2015",8:00p,Boston Celtics,111,Houston Rockets,95,Box Score,,17005,
119,"Mon, Nov 16, 2015",8:00p,Oklahoma City Thunder,114,Memphis Grizzlies,122,Box Score,,17270,
120,"Mon, Nov 16, 2015",8:30p,Portland Trail Blazers,80,San Antonio Spurs,93,Box Score,,18418,
121,"Mon, Nov 16, 2015",9:00p,Los Angeles Lakers,101,Phoenix Suns,120,Box Score,,18055,
122,"Tue, Nov 17, 2015",7:00p,Milwaukee Bucks,86,Washington Wizards,115,Box Score,,15485,
123,"Tue, Nov 17, 2015",7:30p,Atlanta Hawks,88,Brooklyn Nets,90,Box Score,,12241,
124,"Tue, Nov 17, 2015",7:30p,Cleveland Cavaliers,99,Detroit Pistons,104,Box Score,,18442,
125,"Tue, Nov 17, 2015",7:30p,Minnesota Timberwolves,103,Miami Heat,91,Box Score,,19600,
126,"Tue, Nov 17, 2015",7:30p,Charlotte Hornets,94,New York Knicks,102,Box Score,,19812,
127,"Tue, Nov 17, 2015",8:00p,Denver Nuggets,115,New Orleans Pelicans,98,Box Score,,17269,
128,"Tue, Nov 17, 2015",10:30p,Toronto Raptors,110,Golden State Warriors,115,Box Score,,19596,
129,"Wed, Nov 18, 2015",7:00p,Brooklyn Nets,111,Charlotte Hornets,116,Box Score,,14040,
130,"Wed, Nov 18, 2015",7:00p,Minnesota Timberwolves,101,Orlando Magic,104,Box Score,OT,16048,
131,"Wed, Nov 18, 2015",7:00p,Indiana Pacers,112,Philadelphia 76ers,85,Box Score,,11080,
132,"Wed, Nov 18, 2015",7:30p,Dallas Mavericks,106,Boston Celtics,102,Box Score,,17262,
133,"Wed, Nov 18, 2015",8:00p,Sacramento Kings,97,Atlanta Hawks,103,Box Score,,13008,
134,"Wed, Nov 18, 2015",8:00p,Portland Trail Blazers,103,Houston Rockets,108,Box Score,OT,17107,
135,"Wed, Nov 18, 2015",8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,110,Box Score,,18203,
136,"Wed, Nov 18, 2015",8:30p,Denver Nuggets,98,San Antonio Spurs,109,Box Score,,18418,
137,"Wed, Nov 18, 2015",9:00p,Toronto Raptors,89,Utah Jazz,93,Box Score,,18741,
138,"Wed, Nov 18, 2015",10:30p,Chicago Bulls,103,Phoenix Suns,97,Box Score,,17377,
139,"Thu, Nov 19, 2015",7:30p,Sacramento Kings,109,Miami Heat,116,Box Score,,19600,
140,"Thu, Nov 19, 2015",8:00p,Milwaukee Bucks,100,Cleveland Cavaliers,115,Box Score,,20562,
141,"Thu, Nov 19, 2015",10:30p,Golden State Warriors,124,Los Angeles Clippers,117,Box Score,,19528,
142,"Fri, Nov 20, 2015",7:00p,Philadelphia 76ers,88,Charlotte Hornets,113,Box Score,,17926,
143,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
144,"Fri, Nov 20, 2015",7:30p,Brooklyn Nets,95,Boston Celtics,120,Box Score,,18361,
145,"Fri, Nov 20, 2015",8:00p,Houston Rockets,84,Memphis Grizzlies,96,Box Score,,17555,
146,"Fri, Nov 20, 2015",8:00p,Detroit Pistons,96,Minnesota Timberwolves,86,Box Score,,13445,
147,"Fri, Nov 20, 2015",8:00p,San Antonio Spurs,90,New Orleans Pelicans,104,Box Score,,16698,
148,"Fri, Nov 20, 2015",8:00p,New York Knicks,93,Oklahoma City Thunder,90,Box Score,,18203,
149,"Fri, Nov 20, 2015",8:30p,Utah Jazz,93,Dallas Mavericks,102,Box Score,,20028,
150,"Fri, Nov 20, 2015",9:00p,Phoenix Suns,114,Denver Nuggets,107,Box Score,,12264,
151,"Fri, Nov 20, 2015",10:00p,Los Angeles Clippers,91,Portland Trail Blazers,102,Box Score,,19393,
152,"Fri, Nov 20, 2015",10:30p,Chicago Bulls,94,Golden State Warriors,106,Box Score,,19596,
153,"Fri, Nov 20, 2015",10:30p,Toronto Raptors,102,Los Angeles Lakers,91,Box Score,,18997,
154,"Sat, Nov 21, 2015",5:00p,Sacramento Kings,97,Orlando Magic,91,Box Score,,16104,
155,"Sat, Nov 21, 2015",7:00p,Milwaukee Bucks,86,Indiana Pacers,123,Box Score,,17137,
156,"Sat, Nov 21, 2015",7:30p,Atlanta Hawks,97,Cleveland Cavaliers,109,Box Score,,20562,
157,"Sat, Nov 21, 2015",7:30p,Washington Wizards,97,Detroit Pistons,95,Box Score,,15890,
158,"Sat, Nov 21, 2015",8:00p,New York Knicks,107,Houston Rockets,102,Box Score,,18226,
159,"Sat, Nov 21, 2015",8:00p,Philadelphia 76ers,91,Miami Heat,96,Box Score,,19673,
160,"Sat, Nov 21, 2015",8:30p,Memphis Grizzlies,82,San Antonio Spurs,92,Box Score,,18418,
161,"Sun, Nov 22, 2015",3:30p,Toronto Raptors,91,Los Angeles Clippers,80,Box Score,,19060,
162,"Sun, Nov 22, 2015",6:00p,Boston Celtics,101,Brooklyn Nets,111,Box Score,,14866,
163,"Sun, Nov 22, 2015",6:00p,Phoenix Suns,116,New Orleans Pelicans,122,Box Score,,16680,
164,"Sun, Nov 22, 2015",7:00p,Dallas Mavericks,114,Oklahoma City Thunder,117,Box Score,,18203,
165,"Sun, Nov 22, 2015",8:00p,Golden State Warriors,118,Denver Nuggets,105,Box Score,,17689,
166,"Sun, Nov 22, 2015",9:30p,Portland Trail Blazers,107,Los Angeles Lakers,93,Box Score,,18997,
167,"Mon, Nov 23, 2015",7:00p,Sacramento Kings,122,Charlotte Hornets,127,Box Score,OT,14163,
168,"Mon, Nov 23, 2015",7:00p,Orlando Magic,103,Cleveland Cavaliers,117,Box Score,,20562,
169,"Mon, Nov 23, 2015",7:30p,New York Knicks,78,Miami Heat,95,Box Score,,19777,
170,"Mon, Nov 23, 2015",8:00p,Detroit Pistons,88,Milwaukee Bucks,109,Box Score,,12319,
171,"Mon, Nov 23, 2015",8:00p,Philadelphia 76ers,95,Minnesota Timberwolves,100,Box Score,,11382,
172,"Mon, Nov 23, 2015",8:30p,Phoenix Suns,84,San Antonio Spurs,98,Box Score,,18418,
173,"Mon, Nov 23, 2015",9:00p,Oklahoma City Thunder,111,Utah Jazz,89,Box Score,,19911,
174,"Tue, Nov 24, 2015",7:00p,Indiana Pacers,123,Washington Wizards,106,Box Score,,15486,
175,"Tue, Nov 24, 2015",8:00p,Boston Celtics,97,Atlanta Hawks,121,Box Score,,18968,
176,"Tue, Nov 24, 2015",8:00p,Dallas Mavericks,96,Memphis Grizzlies,110,Box Score,,17381,
177,"Tue, Nov 24, 2015",9:00p,Los Angeles Clippers,111,Denver Nuggets,94,Box Score,,13257,
178,"Tue, Nov 24, 2015",10:00p,Chicago Bulls,93,Portland Trail Blazers,88,Box Score,,19393,
179,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
180,"Tue, Nov 24, 2015",10:30p,Los Angeles Lakers,77,Golden State Warriors,111,Box Score,,19596,
181,"Wed, Nov 25, 2015",7:00p,Washington Wizards,87,Charlotte Hornets,101,Box Score,,17064,
182,"Wed, Nov 25, 2015",7:00p,New York Knicks,91,Orlando Magic,100,Box Score,,18846,
183,"Wed, Nov 25, 2015",7:30p,Philadelphia 76ers,80,Boston Celtics,84,Box Score,,17588,
184,"Wed, Nov 25, 2015",7:30p,Miami Heat,81,Detroit Pistons,104,Box Score,,15119,
185,"Wed, Nov 25, 2015",7:30p,Cleveland Cavaliers,99,Toronto Raptors,103,Box Score,,20140,
186,"Wed, Nov 25, 2015",8:00p,Memphis Grizzlies,102,Houston Rockets,93,Box Score,,18143,
187,"Wed, Nov 25, 2015",8:00p,Sacramento Kings,129,Milwaukee Bucks,118,Box Score,,14120,
188,"Wed, Nov 25, 2015",8:00p,Atlanta Hawks,95,Minnesota Timberwolves,99,Box Score,,14289,
189,"Wed, Nov 25, 2015",8:00p,Brooklyn Nets,99,Oklahoma City Thunder,110,Box Score,,18203,
190,"Wed, Nov 25, 2015",8:30p,Dallas Mavericks,83,San Antonio Spurs,88,Box Score,,18418,
191,"Wed, Nov 25, 2015",9:00p,New Orleans Pelicans,120,Phoenix Suns,114,Box Score,,16338,
192,"Wed, Nov 25, 2015",10:30p,Utah Jazz,102,Los Angeles Clippers,91,Box Score,,19060,
193,"Fri, Nov 27, 2015",7:00p,Cleveland Cavaliers,95,Charlotte Hornets,90,Box Score,,19093,
194,"Fri, Nov 27, 2015",7:00p,Milwaukee Bucks,90,Orlando Magic,114,Box Score,,16317,
195,"Fri, Nov 27, 2015",7:30p,Washington Wizards,78,Boston Celtics,111,Box Score,,18624,
196,"Fri, Nov 27, 2015",7:30p,Miami Heat,97,New York Knicks,78,Box Score,,19812,
197,"Fri, Nov 27, 2015",8:00p,Philadelphia 76ers,114,Houston Rockets,116,Box Score,,17306,
198,"Fri, Nov 27, 2015",8:00p,Chicago Bulls,92,Indiana Pacers,104,Box Score,,18165,
199,"Fri, Nov 27, 2015",8:00p,Atlanta Hawks,116,Memphis Grizzlies,101,Box Score,,17684,
200,"Fri, Nov 27, 2015",8:00p,Detroit Pistons,87,Oklahoma City Thunder,103,Box Score,,18203,
201,"Fri, Nov 27, 2015",9:00p,San Antonio Spurs,91,Denver Nuggets,80,Box Score,,17121,
202,"Fri, Nov 27, 2015",9:30p,Golden State Warriors,135,Phoenix Suns,116,Box Score,,18055,
203,"Fri, Nov 27, 2015",10:00p,Minnesota Timberwolves,101,Sacramento Kings,91,Box Score,,17317,
204,"Fri, Nov 27, 2015",10:30p,New Orleans Pelicans,90,Los Angeles Clippers,111,Box Score,,19162,
205,"Sat, Nov 28, 2015",7:00p,Toronto Raptors,84,Washington Wizards,82,Box Score,,16841,
206,"Sat, Nov 28, 2015",7:30p,Brooklyn Nets,88,Cleveland Cavaliers,90,Box Score,,20562,
207,"Sat, Nov 28, 2015",8:30p,Denver Nuggets,81,Dallas Mavericks,92,Box Score,,20339,
208,"Sat, Nov 28, 2015",8:30p,Atlanta Hawks,88,San Antonio Spurs,108,Box Score,,18418,
209,"Sat, Nov 28, 2015",9:00p,New Orleans Pelicans,87,Utah Jazz,101,Box Score,,19911,
210,"Sat, Nov 28, 2015",10:00p,Los Angeles Lakers,96,Portland Trail Blazers,108,Box Score,,20019,
211,"Sat, Nov 28, 2015",10:30p,Sacramento Kings,101,Golden State Warriors,120,Box Score,,19596,
